Id,title,era,age
E616/719,Daredevil Visionaries: Frank Miller Vol. 3,The ‘80s,The early ‘80s
E616/720,Daredevil by Frank Miller And Klaus Janson Vol. 3,The ‘80s,The early ‘80s
E616/721,Marvel Fanfare Vol. 1: Strange Tales,The ‘80s,The early ‘80s
E616/722,Essential Moon Knight Vol. 2,The ‘80s,The early ‘80s
E616/723,What If? Classic Vol. 6,The ‘80s,The early ‘80s
E616/724,Uncanny X-Men: Beyond The Farthest Star,The ‘80s,The early ‘80s
E616/725,Essential Spider-Woman Vol. 2,The ‘80s,The early ‘80s
E616/726,Essential Killraven,The ‘80s,The early ‘80s
E616/727,Killraven: Warrior Of The Worlds,The ‘80s,The early ‘80s
E616/728,Fantastic Four Visionaries: John Byrne Vol. 3,The ‘80s,The early ‘80s
E616/729,Fantastic Four / Spider-Man Classic,The ‘80s,The early ‘80s
E616/730,Backpack Marvels: X-Men: Target: Angel,The ‘80s,The early ‘80s
E616/731,Wolverine,The ‘80s,The early ‘80s
E616/732,The Very Best Of Marvel Comics,The ‘80s,The early ‘80s
E616/733,Captain Britain Vol. 4: The Siege Of Camelot,The ‘80s,The early ‘80s
E616/734,Uncanny X-Men: Scarlet In Glory,The ‘80s,The early ‘80s
E616/735,Dr. Strange Vs. Dracula: The Montesi Formula,The ‘80s,The early ‘80s
E616/736,New Mutants Classic Vol. 1,The ‘80s,The early ‘80s
E616/737,Avengers: Hawkeye,The ‘80s,The early ‘80s
E616/738,Marvel Masterworks: Deathlok Vol. 1,The ‘80s,The early ‘80s
E616/739,Essential Power Man And Iron Fist Vol. 2,The ‘80s,The early ‘80s
E616/740,X-Men: From The Ashes,The ‘80s,The early ‘80s
E616/741,Captain America: Deathlok Lives,The ‘80s,The early ‘80s
E616/742,Hawkeye,The ‘80s,The early ‘80s
E616/743,Fantastic Four: The Trial Of Galactus,The ‘80s,The early ‘80s
E616/744,"Cloak And Dagger: Child Of Darkness, Child Of Light",The ‘80s,The early ‘80s
E616/745,Dazzler: The Movie,The ‘80s,The mid ‘80s
E616/746,Backpack Marvels: X-Men: Dark Phoenix Returns,The ‘80s,The mid ‘80s
E616/747,Essential X-Men Vol. 4,The ‘80s,The mid ‘80s
E616/748,X-Men: Magik: Storm And Illyana,The ‘80s,The mid ‘80s
E616/749,Alpha Flight Classic Vol. 1,The ‘80s,The mid ‘80s
E616/750,Spider-Man: The Origin Of The Hobgoblin,The ‘80s,The mid ‘80s
E616/751,Thing Classic Vol. 1,The ‘80s,The mid ‘80s
E616/752,Uncanny X-Men: Blood Feud,The ‘80s,The mid ‘80s
E616/753,Elektra Saga,The ‘80s,The mid ‘80s
E616/754,Essential Official Handbook Of The Marvel Universe Vol. 1,The ‘80s,The mid ‘80s
E616/755,Secret Wars,The ‘80s,The mid ‘80s
E616/756,Secret Wars Omnibus,The ‘80s,The mid ‘80s
E616/757,Spider-Man And The Secret Wars,The ‘80s,The mid ‘80s
E616/758,Captain Britain Vol. 2,The ‘80s,The mid ‘80s
E616/759,Fantastic Four Visionaries: John Byrne Vol. 4,The ‘80s,The mid ‘80s
E616/760,Hercules: Prince Of Power,The ‘80s,The mid ‘80s
E616/761,The Best Of Marvel Comics,The ‘80s,The mid ‘80s
E616/762,New Mutants Classic Vol. 2,The ‘80s,The mid ‘80s
E616/763,Uncanny X-Men: Love And Madness,The ‘80s,The mid ‘80s
E616/764,"Thor: I, Whom The Gods Would Destroy",The ‘80s,The mid ‘80s
E616/765,Thor Visionaries: Walt Simonson Vol. 1,The ‘80s,The mid ‘80s
E616/766,What If? Classic Vol. 7,The ‘80s,The mid ‘80s
E616/767,"Essential Peter Parker, The Spectacular Spider-Man Vol. 4",The ‘80s,The mid ‘80s
E616/768,Power Pack: Origin Album,The ‘80s,The mid ‘80s
E616/769,New Mutants: The Demon Bear Saga,The ‘80s,The mid ‘80s
E616/770,West Coast Avengers: Assemble,The ‘80s,The mid ‘80s
E616/771,Spider-Man: The Saga Of The Alien Costume,The ‘80s,The mid ‘80s
E616/772,The Aladdin Effect,The ‘80s,The mid ‘80s
E616/773,Machine Man,The ‘80s,The mid ‘80s
E616/774,Fantastic Four Visionaries: John Byrne Vol. 5,The ‘80s,The mid ‘80s
E616/775,New Mutants Classic Vol. 3,The ‘80s,The mid ‘80s
E616/776,Wolverine First Class: The Rookie,The ‘80s,The mid ‘80s
E616/777,Wolverine: First Class Vol. 1,The ‘80s,The mid ‘80s
E616/778,Wolverine First Class: To Russia With Love,The ‘80s,The mid ‘80s
E616/779,Wolverine: Tales Of Weapon X,The ‘80s,The mid ‘80s
E616/780,Wolverine First Class: Wolverine By Night,The ‘80s,The mid ‘80s
E616/781,Wolverine: First Class: The Leader Of The Pack,The ‘80s,The mid ‘80s
E616/782,"Wolverine First Class: Ninjas, Gods And Divas",The ‘80s,The mid ‘80s
E616/783,X-Men First Class: Hated And Feared,The ‘80s,The mid ‘80s
E616/784,Wolverine First Class: Class Actions,The ‘80s,The mid ‘80s
E616/785,X-Men First Class: Knights Of Hykon,The ‘80s,The mid ‘80s
E616/786,X-Men First Class: Class Portraits,The ‘80s,The mid ‘80s
E616/787,The Very Best Of The X-Men,The ‘80s,The mid ‘80s
E616/788,X-Men: Kitty Pryde And Wolverine,The ‘80s,The mid ‘80s
E616/789,Power Pack Classic Vol. 1,The ‘80s,The mid ‘80s
E616/790,Captain Britain Omnibus,The ‘80s,The mid ‘80s
E616/791,Essential Ghost Rider Vol. 4,The ‘80s,The mid ‘80s
E616/792,Rocket Raccoon: Guardian Of The Keystone Quadrant,The ‘80s,The mid ‘80s
E616/793,Star Comics: All-Star Collection Vol. 1,The ‘80s,The mid ‘80s
E616/794,Thor Visionaries: Walt Simonson Vol. 2,The ‘80s,The mid ‘80s
E616/795,Revenge Of The Living Monolith,The ‘80s,The mid ‘80s
E616/796,Iron Man: Iron Monger,The ‘80s,The mid ‘80s
E616/797,Sensational She-Hulk,The ‘80s,The mid ‘80s
E616/798,Dr. Strange: Into The Dark Dimension,The ‘80s,The mid ‘80s
E616/799,New Mutants Classic Vol. 4,The ‘80s,The mid ‘80s
E616/800,Power Pack Classic Vol. 2,The ‘80s,The mid ‘80s
E616/801,Spider-Man: Hooky,The ‘80s,The mid ‘80s
E616/802,X-Men / Alpha Flight: The Gift,The ‘80s,The mid ‘80s
E616/803,"Peter Porker, The Spectacular Spider-Ham",The ‘80s,The mid ‘80s
E616/804,Official Handbook Of The Marvel Universe Vol. 1,The ‘80s,The mid ‘80s
E616/805,Official Handbook Of The Marvel Universe Vol. 2,The ‘80s,The mid ‘80s
E616/806,Official Handbook Of The Marvel Universe Vol. 3,The ‘80s,The mid ‘80s
E616/807,Official Handbook Of The Marvel Universe Vol. 4,The ‘80s,The mid ‘80s
E616/808,Official Handbook Of The Marvel Universe Vol. 5,The ‘80s,The mid ‘80s
E616/809,Official Handbook Of The Marvel Universe Vol. 6,The ‘80s,The mid ‘80s
E616/810,Official Handbook Of The Marvel Universe Vol. 7,The ‘80s,The mid ‘80s
E616/811,Official Handbook Of The Marvel Universe Vol. 8,The ‘80s,The mid ‘80s
E616/812,Official Handbook Of The Marvel Universe Vol. 9,The ‘80s,The mid ‘80s
E616/813,Official Handbook Of The Marvel Universe Vol. 10,The ‘80s,The mid ‘80s
E616/814,1985,The ‘80s,The mid ‘80s
E616/815,Best Of Spider-Man,The ‘80s,The mid ‘80s
E616/816,Comics File Magazine Spotlight On Spider-Man,The ‘80s,The mid ‘80s
E616/817,Comics File Magazine Spotlight On The Fantastic Four,The ‘80s,The mid ‘80s
E616/818,Essential X-Men Vol. 5,The ‘80s,The mid ‘80s
E616/819,X-Men: The Asgardian Wars,The ‘80s,The mid ‘80s
E616/820,Spider-Man: The Death Of Jean DeWolff (1991 Edition),The ‘80s,The mid ‘80s
E616/821,Star Comics: All-Star Collection Vol. 2,The ‘80s,The mid ‘80s
E616/822,X-Men: Longshot,The ‘80s,The mid ‘80s
E616/823,Secret Wars II Omnibus,The ‘80s,The mid ‘80s
E616/824,Fantastic Four Visionaries: John Byrne Vol. 6,The ‘80s,The mid ‘80s
E616/825,Fantastic Four Visionaries: John Byrne Vol. 7,The ‘80s,The mid ‘80s
E616/826,Daredevil: Love’s Labors Lost,The ‘80s,The mid ‘80s
E616/827,X-Men: Phoenix Rising,The ‘80s,The mid ‘80s
E616/828,Captain Britain Vol. 5: Endgame,The ‘80s,The mid ‘80s
E616/829,Captain Britain Vol. 1,The ‘80s,The mid ‘80s
E616/830,Essential Dazzler Vol. 2,The ‘80s,The mid ‘80s
E616/831,Greatest Villains Of The Fantastic Four,The ‘80s,The mid ‘80s
E616/832,West Coast Avengers: Family Ties,The ‘80s,The mid ‘80s
E616/833,New Mutants Classic Vol. 5,The ‘80s,The mid ‘80s
E616/834,X-Men: Firestar,The ‘80s,The mid ‘80s
E616/835,Thor: Balder The Brave,The ‘80s,The mid ‘80s
E616/836,Essential Punisher Vol. 1,The ‘80s,The mid ‘80s
E616/837,Punisher: Circle Of Blood,The ‘80s,The mid ‘80s
E616/838,Hulk Visionaries: John Byrne,The ‘80s,The mid ‘80s
E616/839,Avengers: Kang: Time And Time Again,The ‘80s,The mid ‘80s
E616/840,Thor Visionaries: Walt Simonson Vol. 3,The ‘80s,The mid ‘80s
E616/841,Star Comics: All-Star Collection Vol. 3,The ‘80s,The mid ‘80s
E616/842,Squadron Supreme,The ‘80s,The mid ‘80s
E616/843,Daredevil: Born Again,The ‘80s,The mid ‘80s
E616/844,Daredevil Legends Vol. 2: Born Again,The ‘80s,The mid ‘80s
E616/845,Avengers: Vision And The Scarlet Witch: A Year In The Life,The ‘80s,The mid ‘80s
E616/846,Power Pack Classic Vol. 3,The ‘80s,The mid ‘80s
E616/847,Doctor Strange: Into Shamballa,The ‘80s,The mid ‘80s
E616/848,Fantastic Four Visionaries: John Byrne Vol. 8,The ‘80s,The mid ‘80s
E616/849,Essential Marvel Saga Vol. 1,The ‘80s,The mid ‘80s
E616/850,Thor Visionaries: Walt Simonson Vol. 4,The ‘80s,The mid ‘80s
E616/851,Comics File Magazine Spotlight On The Avengers,The ‘80s,The mid ‘80s
E616/852,Comics File Magazine Spotlight On The X-Men,The ‘80s,The mid ‘80s
E616/853,Comics File Magazine Spotlight on The X-Men: Sons Of The X-Men,The ‘80s,The mid ‘80s
E616/854,Essential X-Men Vol. 6,The ‘80s,The mid ‘80s
E616/855,X-Men: Lifedeath,The ‘80s,The mid ‘80s
E616/856,X-Men: Mutant Massacre,The ‘80s,The mid ‘80s
E616/857,X-Men: Mutant Massacre,The ‘80s,The mid ‘80s
E616/858,Emperor Doom,The ‘80s,The late ‘80s
E616/859,Spider-Man Vs. Wolverine,The ‘80s,The late ‘80s
E616/860,Avengers: Under Siege,The ‘80s,The late ‘80s
E616/861,X-Men: Old Soldiers,The ‘80s,The late ‘80s
E616/862,Elektra: Assassin,The ‘80s,The late ‘80s
E616/863,Iron Man: The Many Armors Of Iron Man,The ‘80s,The late ‘80s
E616/864,Essential X-Factor Vol. 1,The ‘80s,The late ‘80s
E616/865,Women Of Marvel Vol. 2,The ‘80s,The late ‘80s
E616/866,X-Men Vs. Fantastic Four,The ‘80s,The late ‘80s
E616/867,X-Men Vs. Avengers,The ‘80s,The late ‘80s
E616/868,X-Men Vs. Avengers / Fantastic Four,The ‘80s,The late ‘80s
E616/869,Mephisto Vs.,The ‘80s,The late ‘80s
E616/870,Starbrand Classic Vol. 1,The ‘80s,The late ‘80s
E616/871,Psi-Force Classic Vol. 1,The ‘80s,The late ‘80s
E616/872,D.P.7 Classic Vol. 1,The ‘80s,The late ‘80s
E616/873,Spider-Man vs. Silver Sable,The ‘80s,The late ‘80s
E616/874,Thor by Walter Simonson Omnibus,The ‘80s,The late ‘80s
E616/875,Thor Visionaries: Walt Simonson Vol. 5,The ‘80s,The late ‘80s
E616/876,Amazing Spider-Man: The Wedding,The ‘80s,The late ‘80s
E616/877,Iron Man: Armor Wars Prologue,The ‘80s,The late ‘80s
E616/878,X-Men: Fallen Angels,The ‘80s,The late ‘80s
E616/879,Spider-Man: Kraven’s Last Hunt,The ‘80s,The late ‘80s
E616/880,Spider-Man: Kraven’s Last Hunt,The ‘80s,The late ‘80s
E616/881,Hulk / Thing: The Big Change,The ‘80s,The late ‘80s
E616/882,Essential Marvel Saga Vol. 2,The ‘80s,The late ‘80s
E616/883,Hulk Visionaries: Peter David Vol. 1,The ‘80s,The late ‘80s
E616/884,Wolfpack,The ‘80s,The late ‘80s
E616/885,Iron Man: Crash,The ‘80s,The late ‘80s
E616/886,Herculus: Full Circle,The ‘80s,The late ‘80s
E616/887,Cloak And Dagger: Predator And Prey,The ‘80s,The late ‘80s
E616/888,The Inhumans,The ‘80s,The late ‘80s
E616/889,Essential Official Handbook Of The Marvel Universe Deluxe Edition Vol. 1,The ‘80s,The late ‘80s
E616/890,Essential Official Handbook Of The Marvel Universe Deluxe Edition Vol. 2,The ‘80s,The late ‘80s
E616/891,Essential Official Handbook Of The Marvel Universe Deluxe Edition Vol. 3,The ‘80s,The late ‘80s
E616/892,Spider-Man: The Death Of Jean DeWolff,The ‘80s,The late ‘80s
E616/893,X-Men: Fall Of The Mutants Omnibus,The ‘80s,The late ‘80s
E616/894,X-Men: Fall Of The Mutants,The ‘80s,The late ‘80s
E616/895,Thor: Alone Against The Celestials,The ‘80s,The late ‘80s
E616/896,The Pitt,The ‘80s,The late ‘80s
E616/897,The Draft,The ‘80s,The late ‘80s
E616/898,Essential X-Men Vol. 7,The ‘80s,The late ‘80s
E616/899,Thor: The Warriors Three,The ‘80s,The late ‘80s
E616/900,Venom: Birth Of A Monster,The ‘80s,The late ‘80s
E616/901,Iron Man: Armor Wars,The ‘80s,The late ‘80s
E616/902,Incredible Hulk: Ground Zero,The ‘80s,The late ‘80s
E616/903,Spider-Man Visionaries: Todd McFarlane Vol. 1,The ‘80s,The late ‘80s
E616/904,X-Men: Earthfall,The ‘80s,The late ‘80s
E616/905,Hulk Visionaries: Peter David Vol. 2,The ‘80s,The late ‘80s
E616/906,Silver Surfer: Judgment Day,The ‘80s,The late ‘80s
E616/907,Nick Fury vs. S.H.I.E.L.D. Book 1,The ‘80s,The late ‘80s
E616/908,Nick Fury vs. S.H.I.E.L.D. Book 2,The ‘80s,The late ‘80s
E616/909,Nick Fury vs. S.H.I.E.L.D. Book 3,The ‘80s,The late ‘80s
E616/910,Nick Fury vs. S.H.I.E.L.D. Book 4,The ‘80s,The late ‘80s
E616/911,Nick Fury vs. S.H.I.E.L.D. Book 5,The ‘80s,The late ‘80s
E616/912,Nick Fury vs. S.H.I.E.L.D. Book 6,The ‘80s,The late ‘80s
E616/913,Nick Fury vs. S.H.I.E.L.D.,The ‘80s,The late ‘80s
E616/914,Essential Silver Surfer Vol. 2,The ‘80s,The late ‘80s
E616/915,Essential X-Factor Vol. 2,The ‘80s,The late ‘80s
E616/916,Punisher: Assassin’s Guild,The ‘80s,The late ‘80s
E616/917,Havok / Wolverine: Meltdown Book 1,The ‘80s,The late ‘80s
E616/918,Havok / Wolverine: Meltdown Book 2,The ‘80s,The late ‘80s
E616/919,Havok / Wolverine: Meltdown Book 3,The ‘80s,The late ‘80s
E616/920,Havok / Wolverine: Meltdown Book 4,The ‘80s,The late ‘80s
E616/921,Wolverine Legends Vol. 2: Meltdown,The ‘80s,The late ‘80s
E616/922,Power Pack / Cloak And Dagger: Shelter From The Storm,The ‘80s,The late ‘80s
E616/923,Doctor Strange And Doctor Doom: Triumph And Torment,The ‘80s,The late ‘80s
E616/924,Wolverine / Nick Fury: The Scorpio Connection,The ‘80s,The late ‘80s
E616/925,She-Hulk: Ceremony Book 1,The ‘80s,The late ‘80s
E616/926,She-Hulk: Ceremony Book 2,The ‘80s,The late ‘80s
E616/927,Marvel Comics Presents Wolverine Vol. 1,The ‘80s,The late ‘80s
E616/928,Marvel Platinum: The Definitive Silver Surfer,The ‘80s,The late ‘80s
E616/929,Silver Surfer: Parable,The ‘80s,The late ‘80s
E616/930,Punisher: Return To Big Nothing,The ‘80s,The late ‘80s
E616/931,Captain America: The Captain,The ‘80s,The late ‘80s
E616/932,Daredevil Legends Vol. 4: Typhoid Mary,The ‘80s,The late ‘80s
E616/933,Thor vs. Seth,The ‘80s,The late ‘80s
E616/934,Punisher: Eye for An Eye,The ‘80s,The late ‘80s
E616/935,Excalibur Classic Vol. 1: The Sword is Drawn,The ‘80s,The late ‘80s
E616/936,Wolverine Classic Vol. 1,The ‘80s,The late ‘80s
E616/937,Essential X-Men Vol. 8,The ‘80s,The late ‘80s
E616/938,Spider-Man Legends Vol. 2: Todd McFarlane,The ‘80s,The late ‘80s
E616/939,Hulk Visionaries: Peter David Vol. 3,The ‘80s,The late ‘80s
E616/940,Colossus: God’s Country,The ‘80s,The late ‘80s
E616/941,X-Men: Inferno,The ‘80s,The late ‘80s
E616/942,X-Men: Inferno,The ‘80s,The late ‘80s
E616/943,X-Men: Inferno Crossovers,The ‘80s,The late ‘80s
E616/944,Women Of Marvel Vol. 1,The ‘80s,The late ‘80s
E616/945,Spider-Man: Parallel Lives,The ‘80s,The late ‘80s
E616/946,Essential Punisher Vol. 2,The ‘80s,The late ‘80s
E616/947,Wizard Spider-Man Masterpiece Edition,The ‘80s,The late ‘80s
E616/948,Spider-Man: The Birth Of Venom,The ‘80s,The late ‘80s
E616/949,Spider-Man Vs. Venom,The ‘80s,The late ‘80s
E616/950,Venom: Dark Origin,The ‘80s,The late ‘80s
E616/951,Cyclops: Retribution,The ‘80s,The late ‘80s
E616/952,Punisher / Wolverine: African Saga,The ‘80s,The late ‘80s
E616/953,Marvel Visionaries: John Buscema,The ‘80s,The late ‘80s
E616/954,Excalibur Classic Vol. 2: Two-Edged Sword,The ‘80s,The late ‘80s
E616/955,Wolverine Classic Vol. 2,The ‘80s,The late ‘80s
E616/956,Atlantis Attacks Omnibus,The ‘80s,The late ‘80s
E616/957,Punisher War Journal Classic Vol. 1,The ‘80s,The late ‘80s
E616/958,The Life And Times Of Death’s Head,The ‘80s,The late ‘80s
E616/959,Marvel’s Greatest Super Battles,The ‘80s,The late ‘80s
E616/960,Squadron Supreme by Mark Gruenwald Omnibus,The ‘80s,The late ‘80s
E616/961,Squadron Supreme: Death Of A Universe,The ‘80s,The late ‘80s
E616/962,Marvel Visionaries: Roy Thomas,The ‘80s,The late ‘80s
E616/963,Avengers West Coast: Vision Quest,The ‘80s,The late ‘80s
E616/964,Daredevil: Lone Stranger,The ‘80s,The late ‘80s
E616/965,Sensational She-Hulk Vol. 1,The ‘80s,The late ‘80s
E616/966,Spider-Man: The Assassin Nation Plot,The ‘80s,The late ‘80s
E616/967,Wolverine Classic Vol. 3,The ‘80s,The late ‘80s
E616/968,Iron Man Vs. Doctor Doom,The ‘90s,The early ‘90s
E616/969,Hulk Visionaries: Peter David Vol. 4,The ‘90s,The early ‘90s
E616/970,Captain America: The Bloodstone Hunt,The ‘90s,The early ‘90s
E616/971,Essential Official Handbook Of The Marvel Universe Update ’89 Vol. 1,The ‘90s,The early ‘90s
E616/972,Excalibur: Mojo Mayhem,The ‘90s,The early ‘90s
E616/973,Punisher: Intruder,The ‘90s,The early ‘90s
E616/974,Rick Mason: The Agent,The ‘90s,The early ‘90s
E616/975,Wolverine Saga Book 1,The ‘90s,The early ‘90s
E616/976,Wolverine Saga Book 2,The ‘90s,The early ‘90s
E616/977,Wolverine Saga Book 3,The ‘90s,The early ‘90s
E616/978,Wolverine Saga Book 4,The ‘90s,The early ‘90s
E616/979,Marvel Legacy: The 1980s Handbook,The ‘90s,The early ‘90s
E616/980,Black Widow: Web Of Intrigue,The ‘90s,The early ‘90s
E616/981,Black Widow: The Coldest War,The ‘90s,The early ‘90s
E616/982,Wolverine: The Jungle Adventure,The ‘90s,The early ‘90s
E616/983,Silver Surfer: The Enslavers,The ‘90s,The early ‘90s
E616/984,Daredevil: Love And War,The ‘90s,The early ‘90s
E616/985,Daredevil / Elektra: Love And War,The ‘90s,The early ‘90s
E616/986,Essential X-Factor Vol. 3,The ‘90s,The early ‘90s
E616/987,Spider-Man Legends Vol. 3: Todd McFarlane,The ‘90s,The early ‘90s
E616/988,Shadowmasters Book 1,The ‘90s,The early ‘90s
E616/989,Shadowmasters Book 2,The ‘90s,The early ‘90s
E616/990,Shadowmasters Book 3,The ‘90s,The early ‘90s
E616/991,Shadowmasters Book 4,The ‘90s,The early ‘90s
E616/992,The Destroyer,The ‘90s,The early ‘90s
E616/993,Hercules: Full Circle,The ‘90s,The early ‘90s
E616/994,X-Men: Days Of Future Present,The ‘90s,The early ‘90s
E616/995,X-Men: Mutations,The ‘90s,The early ‘90s
E616/996,Amazing Spider-Man By David Michelinie And Todd McFarlane Omnibus,The ‘90s,The early ‘90s
E616/997,Acts Of Vengeance Omnibus,The ‘90s,The early ‘90s
E616/998,Acts Of Vengeance Crossovers,The ‘90s,The early ‘90s
E616/999,Spider-Man: The Cosmic Adventures,The ‘90s,The early ‘90s
E616/1000,Excalibur Classic Vol. 3: Cross Time Caper Book 1,The ‘90s,The early ‘90s
E616/1001,The War Book 1,The ‘90s,The early ‘90s
E616/1002,The War Book 2,The ‘90s,The early ‘90s
E616/1003,The War Book 3,The ‘90s,The early ‘90s
E616/1004,The War Book 4,The ‘90s,The early ‘90s
E616/1005,Spider-Man: Spirits Of The Earth,The ‘90s,The early ‘90s
E616/1006,Spider-Man: The Original Clone Saga,The ‘90s,The early ‘90s
E616/1007,Essential Wolverine Vol. 1,The ‘90s,The early ‘90s
E616/1008,Avengers West Coast: Darker Than Scarlet,The ‘90s,The early ‘90s
E616/1009,Wolverine Classic Vol. 4,The ‘90s,The early ‘90s
E616/1010,Essential Moon Knight Vol. 3,The ‘90s,The early ‘90s
E616/1011,Marvel Comics Presents Wolverine Vol. 2,The ‘90s,The early ‘90s
E616/1012,Fantastic Four Visionaries: Walter Simonson Vol. 1,The ‘90s,The early ‘90s
E616/1013,X-Men: Spotlight on The Starjammers Book 1,The ‘90s,The early ‘90s
E616/1014,X-Men: Spotlight on The Starjammers Book 2,The ‘90s,The early ‘90s
E616/1015,Punisher Movie Special,The ‘90s,The early ‘90s
E616/1016,Essential X-Men Vol. 9,The ‘90s,The early ‘90s
E616/1017,Ka-Zar: Guns Of The Savage Land,The ‘90s,The early ‘90s
E616/1018,X-Men: Origins,The ‘90s,The early ‘90s
E616/1019,Hulk Visionaries: Peter David Vol. 5,The ‘90s,The early ‘90s
E616/1020,Punisher: Kingdom Gone,The ‘90s,The early ‘90s
E616/1021,Punisher: No Escape,The ‘90s,The early ‘90s
E616/1022,X-Factor Special: Prisoner Of Love,The ‘90s,The early ‘90s
E616/1023,X-Men Visionaries: Chris Claremont,The ‘90s,The early ‘90s
E616/1024,Excalibur Classic Vol. 4: Cross Time Caper Book 2,The ‘90s,The early ‘90s
E616/1025,Wolverine Classic Vol. 5,The ‘90s,The early ‘90s
E616/1026,Spider-Man: Sinister Six,The ‘90s,The early ‘90s
E616/1027,Spider-Man: Return Of The Sinister Six,The ‘90s,The early ‘90s
E616/1028,Essential Punisher Vol. 3,The ‘90s,The early ‘90s
E616/1029,New Warriors: Beginnings,The ‘90s,The early ‘90s
E616/1030,Cable And The New Mutants,The ‘90s,The early ‘90s
E616/1031,X-Force: Cable And The New Mutants,The ‘90s,The early ‘90s
E616/1032,Marvel Comics Presents Wolverine Vol. 3,The ‘90s,The early ‘90s
E616/1033,Deathlok Book 1,The ‘90s,The early ‘90s
E616/1034,Deathlok Book 2,The ‘90s,The early ‘90s
E616/1035,Deathlok Book 3,The ‘90s,The early ‘90s
E616/1036,Deathlok Book 4,The ‘90s,The early ‘90s
E616/1037,Thor: Black Galaxy Saga,The ‘90s,The early ‘90s
E616/1038,Captain America: Streets Of Poison,The ‘90s,The early ‘90s
E616/1039,Thanos Quest Book 1,The ‘90s,The early ‘90s
E616/1040,Thanos Quest Book 2,The ‘90s,The early ‘90s
E616/1041,Thanos Quest,The ‘90s,The early ‘90s
E616/1042,Silver Surfer: Rebirth Of Thanos,The ‘90s,The early ‘90s
E616/1043,Ghost Rider: Resurrected,The ‘90s,The early ‘90s
E616/1044,Guardians Of The Galaxy: Quest For The Shield,The ‘90s,The early ‘90s
E616/1045,Fantastic Four Visionaries: Walter Simonson Vol. 2,The ‘90s,The early ‘90s
E616/1046,Namor Visionaries: John Byrne Vol. 1,The ‘90s,The early ‘90s
E616/1047,New Warriors Classic Vol. 1,The ‘90s,The early ‘90s
E616/1048,Spider-Man: Torment,The ‘90s,The early ‘90s
E616/1049,X-Men Animation Special,The ‘90s,The early ‘90s
E616/1050,Excalibur: Weird War III,The ‘90s,The early ‘90s
E616/1051,Wolverine: Bloodlust,The ‘90s,The early ‘90s
E616/1052,Punisher: The Prize,The ‘90s,The early ‘90s
E616/1053,Hulk: Transformations,The ‘90s,The early ‘90s
E616/1054,X-Men: X-Tinction,The ‘90s,The early ‘90s
E616/1055,X-Men: X-Tinction Agenda,The ‘90s,The early ‘90s
E616/1056,X-Men Legends: Arthur Adams,The ‘90s,The early ‘90s
E616/1057,Ghost Rider: Danny Ketch Classic Vol. 1,The ‘90s,The early ‘90s
E616/1058,Excalibur Classic Vol. 5,The ‘90s,The early ‘90s
E616/1059,The New Fantastic Four: Monsters Unleashed,The ‘90s,The early ‘90s
E616/1060,Iron Man: Armor Wars II,The ‘90s,The early ‘90s
E616/1061,Knights Of Pendragon Vol. 1,The ‘90s,The early ‘90s
E616/1062,Marvel Comics Presents Wolverine Vol. 4,The ‘90s,The early ‘90s
E616/1063,Elektra Lives Again,The ‘90s,The early ‘90s
E616/1064,Elektra by Frank Miller Omnibus,The ‘90s,The early ‘90s
E616/1065,Ghost Rider / Wolverine: Acts Of Vengeance,The ‘90s,The early ‘90s
E616/1066,New Warriors Classic Vol. 2,The ‘90s,The early ‘90s
E616/1067,Spider-Man: Venom Returns,The ‘90s,The early ‘90s
E616/1068,Hulk Visionaries: Peter David Vol. 6,The ‘90s,The early ‘90s
E616/1069,X-Men: Crossroads,The ‘90s,The early ‘90s
E616/1070,Wolverine: Bloody Choices,The ‘90s,The early ‘90s
E616/1071,Fantastic Four Visionaries: Walter Simonson Vol. 3,The ‘90s,The early ‘90s
E616/1072,X-Men: Wrath Of Apocalypse,The ‘90s,The early ‘90s
E616/1073,Cable: Second Genesis,The ‘90s,The early ‘90s
E616/1074,Spider-Man: Deadly Foes Of Spider-Man,The ‘90s,The early ‘90s
E616/1075,Spider-Man vs. Doctor Doom,The ‘90s,The early ‘90s
E616/1076,Night Raven: House Of Cards,The ‘90s,The early ‘90s
E616/1077,Wolverine: Rahne Of Terra,The ‘90s,The early ‘90s
E616/1078,Wolverine Omnibus Vol. 1,The ‘90s,The early ‘90s
E616/1079,Wolverine: The Best Of Wolverine Vol. 1,The ‘90s,The early ‘90s
E616/1080,Wolverine: Weapon X,The ‘90s,The early ‘90s
E616/1081,Marvel: Five Fabulous Decades Of World’s Greatest Comics,The ‘90s,The early ‘90s
E616/1082,Spider-Man’s Greatest Team-Ups,The ‘90s,The early ‘90s
E616/1083,Essential Wolverine Vol. 2,The ‘90s,The early ‘90s
E616/1084,Black Panther: Panther’s Prey Book 1,The ‘90s,The early ‘90s
E616/1085,Black Panther: Panther’s Prey Book 2,The ‘90s,The early ‘90s
E616/1086,Black Panther: Panther’s Prey Book 3,The ‘90s,The early ‘90s
E616/1087,Black Panther: Panther’s Prey Book 4,The ‘90s,The early ‘90s
E616/1088,Silver Surfer: Homecoming,The ‘90s,The early ‘90s
E616/1089,The Legion Of Night Book 1,The ‘90s,The early ‘90s
E616/1090,The Legion Of Night Book 2,The ‘90s,The early ‘90s
E616/1091,X-Force: A Force To be Reckoned With,The ‘90s,The early ‘90s
